district,price,GrossSquareMeters,NumberFloorsofBuilding,ItemStatus,NumberOfBathrooms,NumberOfRooms,FloorLocation
20,0.27135678391959794,0.16754478398314016,5,0,2,4,32
20,0.2587939698492462,0.09905163329820864,5,0,1,3,32
21,0.21482412060301506,0.1517386722866175,4,0,1,5,0
21,0.2185929648241206,0.10432033719704951,4,0,1,3,32
21,0.12060301507537688,0.09378292939936775,4,0,1,3,50
21,0.4723618090452261,0.16227608008429925,4,0,1,7,32
21,0.1708542713567839,0.09378292939936775,5,0,1,3,0
21,0.371859296482412,0.10432033719704951,5,0,1,5,0
21,0.17035175879396985,0.13066385669125397,5,0,1,3,0
21,0.20854271356783918,0.11485774499473128,5,0,1,3,34
21,0.228643216080402,0.12539515279241306,5,0,1,3,32
21,0.11683417085427136,0.11485774499473128,5,0,1,3,40
21,0.1457286432160804,0.10432033719704951,5,0,1,3,32
21,0.2587939698492462,0.08851422550052686,4,0,1,3,12
21,0.19472361809045227,0.14120126448893572,5,1,1,5,12
21,0.19095477386934673,0.12539515279241306,4,0,1,5,0
21,0.1407035175879397,0.11485774499473128,5,0,1,3,34
21,0.10175879396984924,0.07797681770284509,4,0,1,3,40
21,0.4095477386934673,0.14120126448893572,5,0,1,5,12
21,0.28643216080402006,0.09905163329820864,5,0,1,5,34
21,0.5728643216080401,0.20969441517386722,5,0,2,7,32
21,0.5477386934673366,0.1833508956796628,5,0,2,8,34
21,0.2902010050251256,0.1517386722866175,4,0,2,5,32
21,0.14321608040201006,0.12012644889357217,5,0,1,3,12
21,0.3090452261306532,0.12539515279241306,5,0,1,5,50
21,0.1708542713567839,0.15700737618545837,4,0,2,7,39
21,0.2902010050251256,0.1517386722866175,4,0,1,5,32
21,0.2839195979899497,0.14646996838777662,5,0,1,5,24
21,0.2537688442211055,0.13066385669125397,4,0,1,5,24
21,0.4095477386934673,0.16227608008429925,5,0,1,5,0
21,0.15829145728643215,0.09905163329820864,4,0,1,3,50
21,0.3090452261306532,0.07797681770284509,6,0,1,3,40
21,0.3090452261306532,0.09378292939936775,4,0,1,3,32
21,0.24371859296482412,0.14120126448893572,5,0,1,5,12
21,0.09045226130653267,0.14120126448893572,5,0,1,5,34
21,0.23366834170854273,0.12539515279241306,5,0,1,5,24
21,0.23366834170854273,0.13066385669125397,5,0,1,5,34
21,0.22110552763819094,0.09378292939936775,4,0,1,3,0
21,0.371859296482412,0.15700737618545837,4,0,2,5,32
21,0.2839195979899497,0.1886195995785037,5,0,1,5,24
21,0.20854271356783918,0.08851422550052686,4,0,1,3,12
21,0.135678391959799,0.08324552160168598,5,0,1,1,50
21,0.17839195979899497,0.08851422550052686,5,0,1,3,50
21,0.8743718592964823,0.11485774499473128,17,1,1,1,3
21,0.3467336683417085,0.14646996838777662,5,0,1,5,12
21,0.18341708542713567,0.10432033719704951,5,0,1,3,50
21,0.23743718592964824,0.09378292939936775,3,0,2,3,0
21,0.17587939698492464,0.12539515279241306,5,0,1,5,32
21,0.6231155778894472,0.08851422550052686,9,0,1,1,0
21,0.2839195979899497,0.13066385669125397,3,0,2,5,24
21,0.18341708542713567,0.11485774499473128,5,0,1,3,34
21,0.135678391959799,0.10432033719704951,6,0,1,3,32
21,0.135678391959799,0.07270811380400422,3,0,1,1,50
21,0.24120603015075376,0.19915700737618547,5,0,2,7,51
21,0.8693467336683417,0.1780821917808219,4,0,1,5,24
21,0.2801507537688442,0.14646996838777662,5,0,2,4,32
21,0.135678391959799,0.07270811380400422,4,0,1,1,50
21,0.1457286432160804,0.08851422550052686,5,0,1,3,41
21,0.371859296482412,0.14646996838777662,5,0,2,5,51
21,0.2839195979899497,0.08851422550052686,5,0,1,3,12
21,0.11306532663316583,0.062170706006322435,5,0,1,1,40
21,0.15829145728643215,0.062170706006322435,5,0,1,1,40
21,0.42211055276381904,0.16754478398314016,5,0,1,6,51
21,0.14195979899497488,0.09378292939936775,5,0,1,3,24
21,0.44723618090452255,0.1886195995785037,3,0,2,10,24
21,0.1708542713567839,0.13593256059009484,4,0,2,6,39
21,0.33417085427135673,0.13593256059009484,4,1,2,5,12
21,0.3467336683417085,0.13593256059009484,4,0,2,3,12
21,0.5854271356783919,0.1643835616438356,10,0,2,5,2
21,0.6984924623115577,0.10853530031612223,5,0,2,5,0
21,0.3090452261306532,0.12539515279241306,4,0,1,5,50
21,0.5477386934673366,0.19915700737618547,4,0,2,6,32
21,0.42211055276381904,0.16754478398314016,5,0,2,7,32
21,0.2198492462311558,0.10432033719704951,3,0,1,3,12
21,0.13316582914572864,0.07270811380400422,5,0,1,3,24
21,0.20854271356783918,0.13066385669125397,4,0,1,5,12
21,0.19597989949748743,0.12539515279241306,5,0,1,5,34
21,0.2022613065326633,0.14120126448893572,5,0,1,3,34
21,0.18341708542713567,0.11485774499473128,5,0,1,3,32
21,0.20854271356783918,0.08324552160168598,4,0,1,3,12
21,0.321608040201005,0.12539515279241306,5,0,1,5,52
21,0.24623115577889446,0.05690200210748155,17,1,1,0,5
21,0.6231155778894472,0.1517386722866175,4,0,1,7,32
21,0.11557788944723618,0.07797681770284509,5,0,1,3,0
21,0.29648241206030146,0.1886195995785037,4,0,2,8,32
21,0.4095477386934673,0.1886195995785037,4,0,1,7,24
21,0.3467336683417085,0.13593256059009484,5,0,1,5,12
21,0.15577889447236182,0.09378292939936775,4,0,1,3,41
21,0.20854271356783918,0.13593256059009484,4,0,1,5,0
21,0.3266331658291457,0.05690200210748155,17,0,1,0,35
21,0.27135678391959794,0.11485774499473128,11,0,1,5,37
21,0.23743718592964824,0.08324552160168598,3,0,1,3,0
21,0.3090452261306532,0.09905163329820864,4,0,1,3,32
21,0.30276381909547734,0.1517386722866175,5,0,1,5,12
21,0.15829145728643215,0.11485774499473128,5,0,1,3,41
21,0.20854271356783918,0.07797681770284509,4,0,1,3,50
21,0.17587939698492464,0.13593256059009484,6,0,1,5,0
21,0.371859296482412,0.10432033719704951,9,0,1,10,38
21,0.19472361809045227,0.09905163329820864,5,0,2,3,0
21,0.13316582914572864,0.08324552160168598,4,0,1,0,24
21,0.08417085427135679,0.08324552160168598,5,0,1,3,41
21,0.35929648241206025,0.16227608008429925,8,0,1,5,12
21,0.371859296482412,0.15700737618545837,4,0,2,7,12
21,0.15577889447236182,0.09905163329820864,5,0,1,3,32
21,0.18341708542713567,0.08851422550052686,4,0,1,3,32
21,0.1708542713567839,0.08324552160168598,4,0,1,3,50
21,0.2135678391959799,0.09378292939936775,4,0,1,3,32
21,0.42211055276381904,0.16227608008429925,4,0,1,7,32
21,0.11306532663316583,0.05163329820864067,4,0,1,1,40
21,0.11306532663316583,0.05163329820864067,4,0,1,1,40
21,0.371859296482412,0.15700737618545837,4,0,2,7,32
21,0.17336683417085427,0.09378292939936775,4,0,1,3,50
21,0.42211055276381904,0.16227608008429925,4,0,2,7,32
21,0.371859296482412,0.16754478398314016,4,0,2,6,32
21,0.3467336683417085,0.14646996838777662,4,0,2,5,12
21,0.24623115577889446,0.09378292939936775,4,0,1,3,0
21,0.3969849246231155,0.2623814541622761,3,0,2,8,24
21,0.35929648241206025,0.13066385669125397,7,0,1,3,24
21,0.11557788944723618,0.1886195995785037,5,1,1,5,34
21,0.2839195979899497,0.13066385669125397,4,0,1,5,32
21,0.6193467336683417,0.2518440463645943,5,0,2,11,34
21,0.7487437185929647,0.12539515279241306,17,0,1,1,36
21,0.7236180904522612,0.09799789251844046,17,1,1,1,3
21,0.24120603015075376,0.14646996838777662,4,0,1,5,50
21,0.33417085427135673,0.13593256059009484,4,0,2,5,0
21,0.1708542713567839,0.16754478398314016,4,0,2,7,39
21,0.15201005025125627,0.14646996838777662,6,0,1,5,35
21,0.17587939698492464,0.10432033719704951,4,0,1,3,32
21,0.12939698492462312,0.10432033719704951,4,0,1,3,32
21,0.4849246231155779,0.1612223393045311,9,0,2,4,38
21,0.3404522613065326,0.11485774499473128,5,0,1,5,34
21,0.2135678391959799,0.10432033719704951,5,0,1,3,12
21,0.6356783919597989,0.2623814541622761,5,0,2,11,34
21,0.20854271356783918,0.13066385669125397,4,0,1,5,32
21,0.23366834170854273,0.13066385669125397,5,0,1,5,32
21,0.20854271356783918,0.13066385669125397,5,0,1,5,50
21,0.17964824120603015,0.13593256059009484,5,0,1,5,34
21,0.34924623115577885,0.0684931506849315,10,0,1,1,34
21,0.27135678391959794,0.27291886195995785,3,0,2,8,24
21,0.27135678391959794,0.27291886195995785,3,0,2,8,24
21,0.35929648241206025,0.3150684931506849,4,0,2,11,32
21,0.5100502512562813,0.14646996838777662,1,0,1,3,41
21,0.18341708542713567,0.12012644889357217,5,0,1,3,32
21,0.11306532663316583,0.05163329820864067,4,0,1,1,40
21,0.11306532663316583,0.05690200210748155,4,0,1,1,40
21,0.27135678391959794,0.27291886195995785,3,0,2,8,24
21,0.20854271356783918,0.12539515279241306,5,0,1,5,0
21,0.321608040201005,0.11485774499473128,10,0,1,5,38
21,0.21608040201005024,0.09905163329820864,10,0,1,3,24
21,0.4346733668341708,0.16754478398314016,3,0,2,7,51
21,0.9133165829145728,0.1886195995785037,4,0,2,5,12
21,0.4597989949748743,0.16754478398314016,5,0,1,6,34
21,0.16959798994974876,0.06743940990516333,4,0,1,1,50
21,0.16834170854271358,0.12539515279241306,6,0,1,5,32
21,0.24623115577889446,0.11485774499473128,5,0,1,5,34
21,0.18341708542713567,0.12012644889357217,4,0,1,5,12
21,0.3090452261306532,0.14120126448893572,4,0,1,5,12
21,0.4723618090452261,0.22550052687038988,8,0,1,5,37
21,0.3090452261306532,0.12539515279241306,5,0,1,5,12
21,0.371859296482412,0.1517386722866175,8,0,1,6,36
21,0.3969849246231155,0.15700737618545837,8,0,1,5,50
21,0.15829145728643215,0.11485774499473128,5,0,1,5,12
21,0.371859296482412,0.14646996838777662,4,0,1,5,0
21,0.3969849246231155,0.23076923076923075,4,0,2,6,32
21,0.19597989949748743,0.12539515279241306,5,0,1,5,34
21,0.18341708542713567,0.09378292939936775,5,1,1,3,24
21,0.2587939698492462,0.08851422550052686,4,0,1,3,12
21,0.33417085427135673,0.16754478398314016,9,0,2,5,35
21,0.22110552763819094,0.12012644889357217,4,0,1,5,24
21,0.20603015075376885,0.07797681770284509,5,0,1,3,12
21,0.23618090452261306,0.1886195995785037,4,0,2,7,51
21,0.4346733668341708,0.12012644889357217,4,0,1,5,0
21,0.3090452261306532,0.13066385669125397,4,0,1,5,32
21,0.15829145728643215,0.14120126448893572,8,0,1,5,24
21,0.8115577889447235,0.16754478398314016,5,0,2,5,0
21,0.371859296482412,0.15700737618545837,4,0,2,7,32
21,0.15829145728643215,0.12012644889357217,5,0,1,5,32
21,0.3467336683417085,0.27291886195995785,4,0,3,11,32
21,0.21105527638190955,0.15700737618545837,5,0,2,5,34
21,0.42211055276381904,0.16754478398314016,3,1,2,7,24
21,0.11683417085427136,0.05690200210748155,4,0,1,1,40
21,0.2587939698492462,0.08851422550052686,4,0,1,3,12
21,0.1407035175879397,0.09378292939936775,5,0,1,3,24
21,0.11934673366834171,0.09378292939936775,5,1,1,3,41
21,0.29648241206030146,0.09905163329820864,4,0,1,3,43
21,0.1620603015075377,0.09905163329820864,5,0,1,3,44
21,0.321608040201005,0.20969441517386722,5,0,2,10,34
21,0.1708542713567839,0.14120126448893572,3,0,2,4,39
21,0.18341708542713567,0.14120126448893572,5,0,2,5,39
21,0.10175879396984924,0.10432033719704951,4,0,1,3,40
21,0.1620603015075377,0.10432033719704951,5,0,1,3,24
22,0.045226130653266326,0.10115911485774498,16,0,2,5,24
22,0.045226130653266326,0.12539515279241306,11,0,2,5,32
22,0.045226130653266326,0.10221285563751316,12,0,2,5,12
22,0.045226130653266326,0.1095890410958904,12,1,1,5,0
22,0.045226130653266326,0.09483667017913593,23,0,1,5,2
22,0.007537688442211054,0.10642781875658587,3,0,2,5,41
22,0.672110552763819,0.15700737618545837,6,0,2,5,12
22,0.3329145728643216,0.0958904109589041,4,0,1,3,40
22,0.4974874371859296,0.09905163329820864,7,0,1,3,12
22,0.736180904522613,0.14646996838777662,7,0,2,5,24
22,0.6231155778894472,0.10748155953635405,24,0,2,3,7
22,0.33417085427135673,0.05163329820864067,23,0,1,0,37
22,0.6105527638190954,0.08851422550052686,3,0,1,1,24
22,0.8241206030150753,0.13593256059009484,4,0,1,5,32
22,0.736180904522613,0.17281348788198103,14,0,1,5,32
22,0.5427135678391959,0.09905163329820864,9,0,1,3,0
22,0.736180904522613,0.14646996838777662,6,0,1,5,24
22,0.5351758793969849,0.09378292939936775,3,0,2,3,50
22,0.8492462311557788,0.15700737618545837,3,0,2,5,24
22,0.736180904522613,0.14646996838777662,6,0,2,5,24
22,0.9183417085427135,0.11485774499473128,4,0,1,5,24
22,0.9120603015075376,0.12012644889357217,8,0,2,5,36
22,0.9208542713567839,0.13593256059009484,10,0,2,5,37
22,0.9183417085427135,0.1517386722866175,10,0,1,5,32
22,0.8731155778894472,0.10432033719704951,3,0,1,3,40
22,0.8994974874371858,0.10432033719704951,8,0,2,5,0
22,0.8241206030150753,0.10432033719704951,6,0,1,3,12
22,0.39195979899497485,0.08851422550052686,4,0,1,3,32
22,0.6608040201005024,0.16227608008429925,9,0,1,5,0
22,0.9748743718592965,0.08851422550052686,9,0,1,3,50
22,0.9874371859296482,0.09378292939936775,12,0,1,3,3
22,0.2587939698492462,0.09378292939936775,4,0,1,3,50
22,0.7047738693467336,0.09905163329820864,3,0,1,3,50
22,0.5351758793969849,0.09905163329820864,3,0,2,3,50
22,0.5351758793969849,0.09905163329820864,3,1,2,3,50
22,0.9208542713567839,0.13066385669125397,10,0,2,5,37
22,0.6708542713567839,0.1517386722866175,7,0,2,5,12
22,0.7236180904522612,0.15700737618545837,8,0,2,5,12
22,0.5979899497487436,0.09905163329820864,4,1,1,5,12
22,0.672110552763819,0.15700737618545837,6,0,2,5,12
22,0.9999999999999999,0.15700737618545837,3,0,2,5,12
22,0.8241206030150753,0.14120126448893572,5,0,2,5,12
22,0.5804020100502513,0.08851422550052686,7,0,1,3,24
22,0.6231155778894472,0.10537407797681769,22,0,2,3,35
22,0.736180904522613,0.13593256059009484,6,0,1,5,35
22,0.9874371859296482,0.11485774499473128,8,0,2,5,50
22,0.8241206030150753,0.13066385669125397,8,0,1,5,35
22,0.7738693467336683,0.1517386722866175,7,0,1,5,12
22,0.9874371859296482,0.15700737618545837,7,0,2,5,24
22,0.8241206030150753,0.10432033719704951,6,0,1,3,12
22,0.3165829145728643,0.08851422550052686,4,0,1,3,24
22,0.6733668341708542,0.09378292939936775,7,0,1,3,32
22,0.9246231155778893,0.12012644889357217,8,0,2,5,35
22,0.7462311557788944,0.16754478398314016,8,0,2,5,24
22,0.8731155778894472,0.14120126448893572,8,0,2,5,32
22,0.8115577889447235,0.14646996838777662,5,0,1,5,24
22,0.8115577889447235,0.14120126448893572,5,0,1,5,32
22,0.8115577889447235,0.14120126448893572,5,0,2,5,32
22,0.7474874371859296,0.12539515279241306,10,0,2,5,0
22,0.5226130653266331,0.07270811380400422,5,0,1,1,0
22,0.7474874371859296,0.13066385669125397,9,0,1,5,50
22,0.8743718592964823,0.14120126448893572,5,0,2,5,12
22,0.621859296482412,0.13593256059009484,9,0,1,5,32
22,0.8982412060301507,0.17281348788198103,12,0,2,5,35
22,0.6708542713567839,0.09378292939936775,9,0,1,3,34
22,0.7726130653266331,0.10432033719704951,8,0,1,3,32
22,0.7738693467336683,0.15700737618545837,7,1,2,5,32
22,0.8241206030150753,0.15700737618545837,9,0,1,5,34
22,0.8479899497487436,0.17281348788198103,12,0,2,5,2
22,0.672110552763819,0.14120126448893572,6,0,1,5,12
22,0.38442211055276376,0.13593256059009484,5,0,1,5,24
22,0.8115577889447235,0.12012644889357217,8,0,2,3,35
22,0.8241206030150753,0.14646996838777662,8,0,2,5,35
22,0.5703517587939698,0.14646996838777662,8,0,1,5,12
22,0.9120603015075376,0.20969441517386722,9,0,2,7,38
22,0.8994974874371858,0.13593256059009484,7,0,2,5,0
22,0.7474874371859296,0.09905163329820864,7,0,1,3,41
22,0.7902010050251256,0.12012644889357217,10,1,1,3,40
22,0.9371859296482411,0.14120126448893572,10,0,2,5,12
22,0.9999999999999999,0.14646996838777662,11,0,1,3,3
22,0.7839195979899497,0.14646996838777662,13,0,2,5,0
22,0.9208542713567839,0.12539515279241306,10,0,2,5,37
22,0.9484924623115577,0.14646996838777662,9,0,2,5,36
22,0.4849246231155779,0.12539515279241306,5,0,2,5,0
22,0.41582914572864316,0.05690200210748155,12,0,1,1,0
22,0.5728643216080401,0.13066385669125397,9,0,1,5,38
22,0.9120603015075376,0.1095890410958904,8,0,1,5,36
22,0.6658291457286432,0.15700737618545837,8,0,2,5,12
22,0.44723618090452255,0.09378292939936775,6,0,1,3,0
22,0.9874371859296482,0.11485774499473128,8,0,2,5,50
22,0.6193467336683417,0.11485774499473128,3,0,1,3,0
22,0.9711055276381909,0.15700737618545837,7,0,1,5,12
22,0.7839195979899497,0.13593256059009484,13,0,2,5,0
22,0.736180904522613,0.09905163329820864,8,0,1,3,24
22,0.5226130653266331,0.13593256059009484,15,0,1,5,35
22,0.9371859296482411,0.13066385669125397,9,0,1,5,36
22,0.9937185929648241,0.12539515279241306,11,0,2,5,0
22,0.8982412060301507,0.14120126448893572,10,0,2,5,12
22,0.4095477386934673,0.10432033719704951,4,0,1,3,50
22,0.5628140703517588,0.11169652265542676,24,0,1,3,12
22,0.9484924623115577,0.14646996838777662,9,0,2,5,36
22,0.6193467336683417,0.11485774499473128,3,0,1,3,50
22,0.8354271356783919,0.14646996838777662,9,0,2,5,50
22,0.6608040201005024,0.09378292939936775,4,0,1,3,0
22,0.35929648241206025,0.09378292939936775,13,0,1,3,38
22,0.8354271356783919,0.14646996838777662,9,0,2,5,50
22,0.6608040201005024,0.09378292939936775,4,0,1,3,0
22,0.35929648241206025,0.09378292939936775,13,0,1,3,38
22,0.949748743718593,0.1095890410958904,8,0,1,5,50
22,0.5979899497487436,0.12012644889357217,4,0,1,5,24
22,0.9937185929648241,0.13066385669125397,15,0,1,5,12
22,0.8115577889447235,0.13593256059009484,4,0,2,5,0
22,0.9711055276381909,0.16754478398314016,6,0,2,5,12
22,0.9711055276381909,0.16754478398314016,6,0,2,5,12
22,0.8731155778894472,0.10432033719704951,4,0,1,3,41
22,0.9120603015075376,0.13066385669125397,8,0,2,5,12
22,0.9371859296482411,0.1517386722866175,10,0,2,5,32
22,0.5854271356783919,0.16227608008429925,6,0,2,5,12
22,0.6984924623115577,0.12539515279241306,4,0,1,3,12
22,0.7223618090452261,0.07797681770284509,10,0,1,3,34
22,0.34547738693467334,0.07797681770284509,7,0,1,3,50
22,0.8743718592964823,0.12539515279241306,11,0,1,5,0
22,0.5979899497487436,0.11485774499473128,5,0,1,3,34
22,0.5477386934673366,0.11696522655426764,24,0,2,3,35
22,0.8994974874371858,0.13066385669125397,9,0,1,5,37
22,0.5226130653266331,0.14120126448893572,7,0,1,5,35
22,0.736180904522613,0.08851422550052686,7,0,2,3,0
22,0.5979899497487436,0.13593256059009484,6,0,1,5,0
22,0.9484924623115577,0.14646996838777662,9,0,2,5,36
22,0.9120603015075376,0.1095890410958904,8,0,1,5,36
22,0.34547738693467334,0.13593256059009484,4,0,1,5,40
22,0.6482412060301507,0.08324552160168598,7,0,1,3,12
22,0.6608040201005024,0.1517386722866175,9,0,2,5,32
22,0.5464824120603015,0.14120126448893572,12,0,2,5,24
22,0.5600502512562814,0.09378292939936775,8,0,1,3,50
22,0.5603015075376884,0.08324552160168598,7,0,1,3,0
22,0.5351758793969849,0.10432033719704951,4,0,1,3,24
22,0.8994974874371858,0.13593256059009484,13,0,2,5,35
22,0.5600502512562814,0.09378292939936775,8,0,1,3,50
22,0.5603015075376884,0.08324552160168598,7,0,1,3,0
22,0.5351758793969849,0.10432033719704951,4,0,1,3,24
22,0.8994974874371858,0.13593256059009484,13,0,2,5,35
22,0.3090452261306532,0.09378292939936775,5,0,1,3,40
22,0.8743718592964823,0.14436248682824027,14,0,2,5,2
22,0.7738693467336683,0.09905163329820864,8,0,1,5,12
22,0.7839195979899497,0.19915700737618547,10,0,2,5,0
22,0.736180904522613,0.14120126448893572,6,0,1,5,35
22,0.957286432160804,0.10748155953635405,14,0,2,3,0
22,0.6545226130653266,0.09905163329820864,8,0,1,3,0
22,0.8241206030150753,0.14646996838777662,8,0,2,5,35
22,0.664572864321608,0.2149631190727081,7,0,2,8,36
22,0.736180904522613,0.10432033719704951,10,0,1,3,41
22,0.8228643216080401,0.17386722866174922,13,0,2,5,24
22,0.5175879396984924,0.08113804004214963,4,0,1,1,24
22,0.8115577889447235,0.14120126448893572,8,0,1,5,32
22,0.8178391959798994,0.12012644889357217,8,0,2,5,12
22,0.9949748743718593,0.14120126448893572,7,0,1,5,0
22,0.672110552763819,0.14646996838777662,6,0,2,5,12
22,0.9623115577889447,0.10432033719704951,12,0,2,3,38
22,0.9711055276381909,0.16754478398314016,8,0,1,5,12
22,0.7298994974874371,0.15700737618545837,9,0,2,5,34
22,0.8618090452261306,0.14120126448893572,8,0,1,5,37
22,0.8555276381909547,0.1517386722866175,4,0,1,5,12
22,0.5226130653266331,0.14120126448893572,11,0,1,5,38
22,0.7964824120603015,0.16227608008429925,4,0,1,5,41
22,0.5226130653266331,0.13593256059009484,8,0,1,5,32
22,0.4723618090452261,0.11485774499473128,12,0,1,3,12
22,0.38442211055276376,0.13593256059009484,5,0,1,5,44
22,0.5100502512562813,0.12539515279241306,9,0,2,5,36
22,0.4723618090452261,0.13593256059009484,6,0,1,5,35
22,0.4849246231155779,0.12539515279241306,3,0,1,3,40
22,0.4974874371859296,0.13593256059009484,6,0,1,5,0
22,0.09547738693467336,0.12539515279241306,9,0,1,3,35
22,0.8982412060301507,0.1517386722866175,8,0,1,5,37
22,0.8354271356783919,0.17281348788198103,13,0,1,5,24
22,0.9208542713567839,0.14120126448893572,10,0,2,5,37
22,0.6608040201005024,0.09378292939936775,7,0,2,3,50
22,0.44723618090452255,0.08851422550052686,4,0,1,3,12
22,0.8743718592964823,0.11485774499473128,11,0,2,5,32
22,0.5226130653266331,0.10432033719704951,4,0,1,3,12
22,0.7474874371859296,0.09378292939936775,12,0,2,3,24
22,0.672110552763819,0.1517386722866175,6,0,2,5,12
22,0.8743718592964823,0.1517386722866175,8,0,1,5,34
22,0.9999999999999999,0.16754478398314016,7,0,1,5,24
22,0.9962311557788944,0.16227608008429925,7,0,1,5,35
22,0.6231155778894472,0.12539515279241306,10,0,2,5,24
22,0.9811557788944724,0.11485774499473128,9,1,2,5,37
22,0.6708542713567839,0.05690200210748155,15,0,2,3,0
22,0.4095477386934673,0.14120126448893572,7,0,2,5,12
22,0.672110552763819,0.1517386722866175,7,0,2,5,12
22,0.8731155778894472,0.11485774499473128,7,0,1,3,32
22,0.4560301507537688,0.1095890410958904,4,0,1,3,40
22,0.8241206030150753,0.17281348788198103,7,0,2,5,0
22,0.4346733668341708,0.12539515279241306,12,0,2,5,0
22,0.6105527638190954,0.14646996838777662,6,0,1,5,12
22,0.8743718592964823,0.12539515279241306,13,0,2,5,0
22,0.9371859296482411,0.16754478398314016,12,0,1,5,24
22,0.4849246231155779,0.12539515279241306,3,0,1,3,50
22,0.5979899497487436,0.12539515279241306,3,0,1,3,12
22,0.40577889447236176,0.10432033719704951,3,0,1,3,41
22,0.8492462311557788,0.16754478398314016,9,0,2,5,36
22,0.4597989949748743,0.08851422550052686,24,0,1,10,37
22,0.44723618090452255,0.08324552160168598,4,0,1,1,32
22,0.6105527638190954,0.07797681770284509,9,0,1,3,24
22,0.8492462311557788,0.08324552160168598,10,0,1,3,2
22,0.6231155778894472,0.05690200210748155,9,0,1,1,36
22,0.5600502512562814,0.09378292939936775,8,0,1,3,50
22,0.8618090452261306,0.16754478398314016,6,0,2,5,24
22,0.7839195979899497,0.09378292939936775,8,0,1,3,50
22,0.8743718592964823,0.13593256059009484,7,0,1,5,0
22,0.9874371859296482,0.15806111696522657,11,0,2,5,2
22,0.736180904522613,0.19388830347734456,6,0,2,7,35
22,0.8994974874371858,0.17281348788198103,4,0,3,5,0
22,0.9371859296482411,0.14120126448893572,7,0,2,5,12
22,0.6281407035175879,0.14646996838777662,4,0,2,5,24
22,0.9999999999999999,0.16754478398314016,6,0,1,5,24
22,0.321608040201005,0.09378292939936775,4,0,1,3,12
22,0.5464824120603015,0.1517386722866175,13,0,1,5,24
22,0.949748743718593,0.14120126448893572,17,1,2,5,8
22,0.7211055276381909,0.12223393045310853,3,0,2,5,24
22,0.5603015075376884,0.10432033719704951,8,0,1,3,12
22,0.8743718592964823,0.11485774499473128,11,0,2,5,32
22,0.9560301507537688,0.1095890410958904,14,0,2,3,12
22,0.7989949748743718,0.13066385669125397,7,0,2,5,32
22,0.4346733668341708,0.07270811380400422,4,0,1,1,12
22,0.4045226130653266,0.10432033719704951,7,0,1,3,35
22,0.5603015075376884,0.10432033719704951,9,0,1,3,50
22,0.8115577889447235,0.11485774499473128,14,0,2,5,36
22,0.5603015075376884,0.14120126448893572,3,0,1,5,12
22,0.8618090452261306,0.1517386722866175,6,0,1,5,24
22,0.45351758793969843,0.10432033719704951,3,0,1,3,24
22,0.8618090452261306,0.1517386722866175,7,1,2,5,24
22,0.8241206030150753,0.1517386722866175,8,0,1,5,35
22,0.8693467336683417,0.09167544783983139,12,0,1,3,42
22,0.6482412060301507,0.11485774499473128,15,0,1,10,50
22,0.6984924623115577,0.11485774499473128,15,0,1,5,35
22,0.8241206030150753,0.1517386722866175,8,0,2,5,35
22,0.9874371859296482,0.12012644889357217,12,0,2,3,3
22,0.8115577889447235,0.13593256059009484,5,0,1,5,32
22,0.7738693467336683,0.15700737618545837,7,0,2,5,0
22,0.736180904522613,0.08324552160168598,10,0,1,3,0
22,0.6193467336683417,0.11485774499473128,3,0,1,5,50
22,0.8743718592964823,0.10432033719704951,13,0,1,3,2
22,0.8618090452261306,0.16754478398314016,6,0,1,5,24
22,0.8115577889447235,0.14646996838777662,6,0,2,5,32
22,0.736180904522613,0.14646996838777662,6,0,2,5,35
22,0.5226130653266331,0.12012644889357217,9,0,2,5,36
22,0.4283919597989949,0.061116965226554264,23,0,1,1,32
22,0.9120603015075376,0.12118018967334035,18,0,2,5,6
22,0.9937185929648241,0.13066385669125397,11,0,2,5,0
22,0.8731155778894472,0.16754478398314016,9,0,2,5,32
22,0.9208542713567839,0.15700737618545837,10,0,2,5,37
22,0.8618090452261306,0.12539515279241306,10,1,2,5,0
22,0.9560301507537688,0.14120126448893572,8,0,2,5,0
22,0.29648241206030146,0.07903055848261327,5,0,1,3,34
22,0.5477386934673366,0.12539515279241306,14,0,1,5,38
22,0.8731155778894472,0.0958904109589041,11,0,2,3,0
22,0.8743718592964823,0.220231822971549,13,1,2,5,35
22,0.9999999999999999,0.12539515279241306,7,0,1,3,34
22,0.8743718592964823,0.16754478398314016,5,0,2,5,12
22,0.8178391959798994,0.16754478398314016,7,0,2,5,32
22,0.5226130653266331,0.12012644889357217,8,0,2,5,36
22,0.9120603015075376,0.12539515279241306,7,0,1,5,32
22,0.371859296482412,0.062170706006322435,10,0,1,1,0
22,0.6356783919597989,0.08851422550052686,8,0,1,3,50
22,0.7738693467336683,0.13593256059009484,10,0,1,5,32
22,0.8655778894472361,0.12012644889357217,17,0,2,5,2
22,0.736180904522613,0.09378292939936775,9,0,1,3,36
22,0.8743718592964823,0.12012644889357217,8,0,1,5,24
22,0.9937185929648241,0.13066385669125397,11,0,2,5,0
22,0.9874371859296482,0.16754478398314016,6,0,1,5,24
22,0.9974874371859296,0.15700737618545837,8,0,2,5,37
22,0.6896984924623115,0.13593256059009484,9,0,1,5,38
22,0.9371859296482411,0.17386722866174922,13,0,2,5,24
22,0.7738693467336683,0.14646996838777662,10,0,2,5,24
